,id,type,name,description,yearpublished,minplayers,maxplayers,playingtime,minage,usersrated,average,rank,categories,mechanics,designers,artists,publishers
392,438,boardgame,Scotland Yard,"In Scotland Yard, one of the players takes on the role of Mr. X. His job is to move from point to point around the map of London taking taxis, buses or subways. The detectives &ndash; that is, the remaining players acting in concert &ndash; move around similarly in an effort to move into the same space as Mr. X. But while the criminal's mode of transportation is nearly always known, his exact location is only known intermittently throughout the game.

The 125 fare tickets are 5 black, 23 pink underground, 43 green bus,  54 yellow taxi.

Similar to

    The Fury of Dracula
    Clue: The Great Museum Caper
    Ghost Chase
    Letters from Whitechapel
    Garibaldi: The Escape
    Specter Ops
    Whitehall Mystery


",1983,2,6,45,10,,,1690.0,"['Deduction', 'Travel']","['Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game']","['Manfred Burggraf', 'Dorothy Garrels', 'Wolf Hoermann', 'Fritz Ifland', 'Werner Scheerer', 'Werner Schlegel']","['Erika Binz-Blanke', 'Rene Habermacher', 'Thomas Haubold', 'Henry M. Linder', 'Projekt Team III', 'Michael Schacht', 'Franz Vohwinkel', 'Thomas Weiss', 'Torsten Wolber', 'Ugurcan Yüce']","['Ravensburger', 'Bonaparte', 'Educa Sallent SA', 'Funskool Games', 'Grow Jogos e Brinquedos', 'Kawada, Co. Ltd', 'Korea Boardgames', 'Majora', 'Milton Bradley', 'Otto Maier Verlag', 'Swan Panasia Co., Ltd.', 'ツクダプリスクール (Tsukuda Preschool)']"
393,440,boardgame,Zoff in Buffalo,"Once a year, Buffalo City goes beef crazy. Cowboys drive their cows here to the biggest auction in the Wild West. The players must attempt to find grazing for their cows on the limited pasture.

Which beef baron will most cleverly play his cards?

Players have 10 cards to play which specify a number of cows.  Each round features a simultaneous selection of 2 of the 10 cards and a designation of which of the several pastures (the number of pastures in the game depends on the number of players) you'll try to place the cows in.  The tricky part starts with the rule that no two players can ever have exactly the same number of cows in a given pasture.  So if you plan to put 4 cows in a certain pasture, but somebody else has exactly 4 there already when your turn comes around, you'll only get to put 3 of them in -- and if somebody else has exactly 3 there already, you'll only get to put 2 of them in.  And it's very detrimental to your gameplan if you don't get to play all the cows you're entitled to!

When a pasture is completely filled with cows, there are bonuses paid in the form of a chance to put extra cows into other pastures, but perversely, the better bonuses go to the players with the second or third most cows, not the first most.  This is the *really* tricky part.

The game ends after five swift rounds and all 10 of your cards played, maybe half an hour from start to finish. Whoever has the most cows in the pastures wins!

",1998,2,5,45,12,,,9052.0,"['American West', 'Farming']",['Simultaneous Action Selection'],['Christwart Conrad'],[],['F.X. Schmid']
394,441,boardgame,Filthy Rich,"Filthy Rich is a card game that is played with a binder and 4 pages of Ultra Pro card protector pages.  Players launch business billboards in the form of cards that get placed in the pages.  If the number rolled on the business dice corresponds to your billboard you get paid.  Income is spent to acquire Luxuries, and the first player to own three luxuries wins!  However, Luxuries and Businesses have a tax value that is due during a randomly-triggered tax phase.  if you cannot pay your taxes, you must liquidate your empire.  Special action cards and events add to this light but fun game.

",1998,2,5,60,14,,,5803.0,['Economic'],['Dice Rolling'],['Richard Garfield'],['Christopher Rush'],['Wizards of the Coast']
395,442,boardgame,Um Reifenbreite,"Translating as ""By the Width of a Tire,"" this game covers a Tour de France-type of bicycle race.  Each player takes control of a four-member racing team, and the goal is to score as many points as possible for the whole team.  Movement is primarily handled by dice, however a limited card set partially replaces die results.  Once you add unique rules which allow riders to draft one another and multiple kinds of road surfaces, this game has much to offer race fans.

Homas Tour is the original edition of the cycle racing game later known as Um Reifenbreite. Many copies of the original game were destroyed in a warehouse fire in 1979. The combination of its sudden rarity and recognition as a good game meant that Homas Tour was (and is) very desirable, particularly to collectors. Everyone else can save their money and enjoy Um Reifenbreite!

",1979,2,4,90,8,,,2357.0,"['Racing', 'Sports']","['Hand Management', 'Roll / Spin and Move']",['Rob Bontenbal'],['Jan van Haasteren'],"['(Unknown)', 'Dino Toys s. r. o.', 'Homas Spelen', 'Jumbo']"
396,443,boardgame,Code 777,"The clever little game Code 777 combines the elements of a good, logical deduction game and Indian poker. Each player receives a rack for keeping three tiles drawn from a pool of tiles, which are seven different numbers in seven different colors (28 tiles in total); however, the rack is turned away from you. When players sit in a circle, each player can see everyone else's tiles, except their own. Each turn, players draw a card with a question like, ""Do you see more yellow sevens or more blue sevens?"" which should help the others determine their tiles. Once you're reasonably sure of which tiles you have in front of you, you can take a guess &mdash; but if you're wrong, you have to start over with a fresh set of tiles ...

Code 777 was explicitly inspired by What's That on My Head?, and Alex Randolph credited Robert Abbott with co-designing this game based on that inspiration.

In 2010, Stronghold Games released Code 777: 25th Anniversary Deluxe Edition, adding both a fifth player to the game and symbols to make it colorblind-friendly. In 2015, Stronghold Games released Code 777: 30th Anniversary Limited Edition, which is the final edition from Stronghold Games.

In 2015 DiceTree Games released a multi-lingual edition of the game.

Similar to:

    What's That on My Head?
    Egghead
    Figure It
    Amnesia
    Guess What I Am!
    Coyote
    Pow Wow
    Am I a Banana?
    What's That on My Head?


",1985,2,5,60,10,,,2687.0,"['Deduction', 'Puzzle']","['Deduction', 'Paper-and-Pencil']","['Robert Abbott', 'Alex Randolph']","['William Bricker', 'Kinetic']","['Chieftain Products', 'DiceTree Games', 'Jumbo', 'King International', 'Stronghold Games']"
397,444,boardgame,Escape from the Hidden Castle,"Although billed as a children's game, Escape from the Hidden Castle, a.k.a. Midnight Party or Hugo, is actually quite enjoyable by adults as a light, fun game. Each player controls a number of guests at a party, with the number of guests dependent on the number of players. These guests start the round in the spaces of the gallery on the game board, one guest per space; this initial placement is a large part of a player's strategy.

The Phantom (or ""Hugo the ghost"" in earlier versions) starts in the cellar, then climbs the stairs towards the gallery where the guests circle. The mechanism for the Phantom's movement is simple: On a player's turn, he rolls a special die. If he gets a number, he moves his pieces; if he gets a Phantom, the Phantom moves. This means that with more players in the game, the Phantom moves a lot more frequently, so you must adjust your strategy accordingly.

Once the Phantom has reached the gallery, the guests can start ducking into rooms adjoining the gallery to avoid him, with only one guest per room! A couple of rooms are special in that they add or subtract extra ""fright points"" from your score. As the Phantom catches up with the remaining guests, they are sequestered on the stair steps, then in the cellar. The first guest caught ""earns"" the most fright points, with those caught later in the round earning less and less.

Once all the guests have been caught, the fright points are tallied. After playing a predetermined number of rounds, the player with the fewest fright points wins!

",1989,2,8,30,8,,,4344.0,"[""Children's Game"", 'Horror']","['Dice Rolling', 'Push Your Luck', 'Race', 'Roll / Spin and Move', 'Track Movement']",['Wolfgang Kramer'],"['Nicole Baron', 'Marek Bláha', 'Bernard Giroud', 'Iris Schotten', 'Franz Vohwinkel']","['Ravensburger', 'AMIGO', 'Discovery Toys', 'Giochi Uniti', 'Möbius Games', 'Otto Maier Verlag', 'Το Καλό Παιχνίδι Α.Ε.']"
398,445,boardgame,Die Osterinsel,"A simple game. Race to the end of a path. On your turn, you must move one figure and place as many rocks in the heads of other figures as the number of spaces you moved. Of the first two finishers, the one with the most rocks in his head wins.

The pieces are big honking Moai (Easter Island Statues) heads made of plastic which are hollow. The game is short and simple. There is not a huge amount of strategy and it helps if the other players cannot remember how many rocks are in the others heads.

",1994,3,4,30,10,,,15985.0,['Racing'],['Open Drafting'],"['Leo Colovini', 'Alex Randolph']","['Hartmut Gärling', 'Fabio Visintin']",['Blatz']
399,446,boardgame,Avalanche,"Players take turns dropping their marbles down the channels of the game, trying to get as many marbles as possible to fall out the bottom.  Impeding the motion of the marbles are several plastic gates.  The gates catch the first marble that hits their top (subsequent marbles roll off) and swing back and forth when a marble hits their base.  Using logic, players deduce which way the gates will move when they drop their marble, and try to make a move that results in the most marbles making it to the bottom of the game (or that blocks a potentially good move by their opponent).

",1965,2,6,30,8,,,18735.0,"['Abstract Strategy', 'Action / Dexterity', ""Children's Game""]",[],['Frank W. Sinden'],[],"['Hasbro', 'Lakeside', 'MB Spiele', 'Milton Bradley', 'Parker Brothers']"
400,449,boardgame,The Great Balloon Race,"This is a light game -- lighter than air, one might even say -- in which each player starts the game with a card assigning a secret interest in three different balloons.  The balloon markers are lovely little brightly colored plastic gadgets, and on your turn you roll a die and choose which of the eight you want to move.  Some spots you land on give you a free roll; from some you can only go backwards.  With much shucking and jiving the balloons gradually float and bump up toward the finish line whilst players feign disinterest in their own colors in hopes they'll be promoted by others.  When all three of your balloons reach the finish, you can claim victory.

",1991,2,8,30,7,,,10786.0,"['Aviation / Flight', 'Racing']",['Dice Rolling'],['Nik Sewell'],[],"['Parker Brothers', 'Tactic']"
401,450,boardgame,Octi,"Octi is a unique abstract strategy game.   Its object is to move your pieces into your opponent's starting points.  Octi  allows for multiple jumping, capturing, and special movement of pieces.  On each move players decide whether to bring in new pieces, upgrade their existing pieces, or move a piece.  The choices in this game are staggering and each move presents and entire new way of thinking about the game.  There is a 4 player teams variant that is included in the rules.

",1999,2,4,30,8,,,7443.0,['Abstract Strategy'],"['Grid Movement', 'Square Grid']",['Don Green (I)'],['(Uncredited)'],"['FoxMind', 'Great American Trading Company', 'Heidelberger Spieleverlag']"
402,451,boardgame,Beutelschneider,"Translated as Cutpurse, this is a fairly unique entry in the trick-taking genre.  Three of the suits are relatively normal, however, the cards that are worth points, in the form of gold coins, have the least value.  The special thing about this game is the trump suit, which could have the Assassin killing the King or the Adventurer seducing the Countess; the character interaction is very interesting aspect.

",1997,3,4,30,0,,,22921.0,['Card Game'],['Trick-taking'],['Mark Sienholz'],"['Daniel Alles', 'Guido Paul']",['Harlekin']
403,452,boardgame,Mummy Rummy,"from a session report:

This is a rummy based game where you are trying to form sets of Egyptian artifacts, three cards to a set, from a deck of about 50 cards. The quirk here is some cards have two images on them, so they could belong to one of two sets. You score for sets, and deduct points for cards left in the hand.

",1994,2,5,30,8,,,28782.0,['Card Game'],['Set Collection'],"['Monty Stambler', 'Ann Stambler']",['Annie Campbell'],"['ASS Altenburger Spielkarten', 'Gamewright']"
404,453,boardgameexpansion,Bohnanza: La Isla Bohnitâ,"This is an expansion for the Bohnanza card game.  Included in this game is Uwe's farcical answer to Klaus Teuber's Seafarers expansion for Settlers of Catan.  Players are given the option of buying ships to help facilitate bean trading and selling.  Additionally, pirate ships are available, which can be used to raid your opponents' beans while in transit.

La Isla Bohnit&acirc; is part of the Bohnanza family of games.

Expands

    Bohnanza


",1998,2,7,90,12,,,,"['Card Game', 'Expansion for Base-game', 'Farming', 'Nautical', 'Negotiation', 'Pirates']","['Hand Management', 'Set Collection', 'Trading']",['Uwe Rosenberg'],['Björn Pertoft'],"['AMIGO', '999 Games']"
405,454,boardgame,Tante Tarantel,"Tante Tarantel (Auntie Tarantula) scoots round her web, gobbling up your insects as they try to escape. The web is a spiral.  You roll the die to move Auntie, and then take turns to move one of your bugs towards the exit space. Initially, Auntie is in a good mood; if she runs into bugs, they go back to her larder. However, as soon as someone escapes, she loses her temper and kills anything she catches! The game has a scoring track.  Each time a bug is caught or escapes, a marker moves up the track, adding to the die roll and making Auntie run around the web faster and faster. Players can share some spaces, but often bump each other back and forth. Naturally, nasty bugs can push others into Auntie's path to certain death!

The original set had wooden pawns for the bugs, but D&F issued a series of neat rubber bugs, which add to the game's style.

",1991,3,5,30,10,,,14207.0,"['Animals', ""Children's Game""]","['Point to Point Movement', 'Roll / Spin and Move']","['Doris Matthäus', 'Frank Nestel']",['Doris Matthäus'],['Doris & Frank']
406,455,boardgame,Am Fuß des Kilimandscharo,"Simple Knizia game for children. Progress up the trail to the foot of Kilimanjaro by playing numbered cards. You can play cards in front of yourself to make 3 piles, or onto your opponents to slow them down if they're ahead of you on the trail. The cards are in different types (colors), canoe, mule, jeep or by foot. If your 3 cards are the same type, you can move the total. If 2 cards match, you can move that total. If the 3 cards don't match, you can move the highest number.

In addition, there are chance tokens laid on the trail face-down. These are revealed as you reach them; the banana is a meal-break (take another move), a lion is danger (fall back to the last village), or a swap tile lets you switch places on the trail with another player.

The player that reaches the mountain first wins, but if the players exhaust their decks, then the furthest along the trail is the winner.

",1995,2,4,45,7,,,23745.0,"[""Children's Game""]","['Hand Management', 'Race', 'Take That']",['Reiner Knizia'],['Doris Matthäus'],['Hans im Glück']
407,457,boardgame,Jumbo Grand Prix,"The goal of Jumbo Grand Prix is to create strong race cars that score the most racing points.

Every player starts with 4 cards. In the next 4 rounds they try to build a competitive race car by changing their cards. A race car consists of a coach-work card, a tire card, an engine card, and a driver card. After 4 rounds, all the players show their race car for that race. The strength is the sum of the 4 played cards. The stronger the combination, the higher your finish place. In case of a tie, the value of the driver decides. Whenever you cannot make a complete car, you cannot take part in that race. When your coach-work, tires, and engine have the same value, the combination is worth 21 points, in spite of their original value. Then you add the value of the driver. When your driver is also of the same value, the total combination is worth 28 points.

When it's your turn, you can choose one of the following actions:

     1. Discard 1 of your cards (face up) and draw 2 new ones. The new cards can be drawn from the visible cards or from the closed pile. The 4 open piles are sorted by type.
     2. Keep all your cards and draw 1 new card (from an open or the closed pile).


So every turn you get 1 extra card. After 4 turns you have 8 cards, from which you must build your race car. The other 4 cards are used in the next round. Whenever you draw a card from one of the open piles, it is always the top one. From the type you just handed in, you cannot draw a new one from that type's open pile. At the start of each round, as many scoring cards are revealed as there are players. The winner gets the highest card and so on. Every player receives points, unless you cannot take part in the race. As soon as all scoring cards are used, the racing season is over. The player with the highest total of scoring cards wins the season (and the game).

",1998,2,5,30,8,,,19171.0,['Card Game'],[],['Reiner Knizia'],[],['Jumbo']
408,458,boardgame,Sherlock Holmes: The Card Game,"With illustrations from the original novels, this card game goes some way to evoke the feeling of the chase through Victorian London to unmask Moriarty and other villains. Players draw and lay cards in sequence, Movement, Location, Info, Action, Detectives and Villains. So I might take a train to the Country, find a clue and use a Disguise. I can use an Inspector, Arrest or Alibi card on my opponents and so on. Play ends either when an Arrest successfully reveals a Villain, or when a player discards their last card, a Villain, who Escapes. Scoring is based on cards remaining in your hand, and if you are the arresting or guilty player, caught with a Villain in your hand.

 Re-implemented by:

    I Say, Holmes!


",1991,3,8,60,10,,,8120.0,"['Card Game', 'Murder / Mystery', 'Novel-based']",[],['Roger Heyworth'],['Sidney Paget'],"['Excalibre Games, Inc.', 'Gibsons', 'Habourdin International', 'Schmidt Spiele']"
409,459,boardgame,Ausgebremst,"Using the basic system pioneered in Ave Caesar, this racing game casts the players as race car drivers.  Players use cards to move their cars forward a number of spaces, however the tracks often have 'choke' points where few cars can race side-by-side (not unlike Kramer's Detroit/Cleveland Grand Prix system).  The track is constructed from three double-sided half-boards, which can be combined in a number of different ways for easier and harder tracks.  For the advanced game, each player's movement cards can be divided different ways, depending on the strategy that he wishes to employ for the given track.

",1993,3,6,45,10,,,7674.0,"['Racing', 'Sports']","['Hand Management', 'Modular Board', 'Race', 'Track Movement']",['Wolfgang Riedesser'],[],['ASS Altenburger Spielkarten']
410,460,boardgame,Railway Rivals,"This is a classic simple railway racing game, perhaps the first modern railroading game, where you draw the railway lines on hex-board. This one uses the sort of colored marker pens you can wipe off with a damp cloth after the game. The game goes through phases; initially you draw tracks and earn money for linking cities. When a number of cities are joined, you start racing, the cities being chosen randomly. The races are simple dice-rollers and the 1st & 2nd place get prize money. After a couple of races, you draw some more tracks, then race some more and so on.

The railways cost more if you go over mountains etc, but this gives you shorter routes. You can run parallel to other lines at a cost, or simply link into another player's track and rent the tracks of other players when you race.

The board has a UK map on one side and a US map on the other, both giving amusing challenges, and the game has good repeat value. The designer David Watts has published a lot of stand alone Railway Rivals maps, and there is another edition of this game, Dampfross published by Laurin.

Re-implemented by:

    Dampfross


",1979,2,6,90,10,,,6518.0,"['Racing', 'Trains']",['Line Drawing'],['David G. Watts'],"['Andrew Poole', 'David G. Watts']","['Fairmount Gaming Simulations Co.', 'Games Workshop Ltd.', 'Rostherne Games']"
411,461,boardgame,Freibeuter,"Freibeuter is a game of playing your boats in spaces allowed  by the cards you've drawn in hopes of being part of a capturing team of surrounding boats.   Sometimes you play the ""Flying Dutchman"" which can go more places but disappears as soon as the capture is made.  You also have the option of positioning to be the main deal-maker on a capture, which leaves you paying off all the surrounding boats but getting more money yourself on the deal at the end of the game.  Timing, of course, turns out to be a nice matter for judgment.

",1998,2,4,45,9,,,11160.0,"['Economic', 'Nautical', 'Pirates']","['Area Majority / Influence', 'Hand Management', 'Investment', 'Loans', 'Ownership', 'Variable Set-up']",['Reiner Stockhausen'],[],['Hans im Glück']
412,462,boardgame,Esels-Rennen,"First issued in 1989 for fewer players, the second edition (released in 1996) is for 2-6 players. The board has two sides, for racing either 3 or 4 colored donkeys. Players are given a card secretly, each showing the donkey's finishing order, a different result for each card. The board shows a patchwork of steps across a field from start to finish, each space with a colored arrow matching the donkeys. When you move a donkey onto a space marked with a green arrow pointing left, you then move the green donkey one space that way. If that space then has a blue arrow pointing right, you next move the blue donkey on one space that way. This goes on until you cannot move the final donkey because it is blocked. Eventually, the donkeys cross the finish line, and the player with the best matching result on their card wins. More of a competitive puzzle than a game, it is a nice diversion, but awkward because the donkeys constantly fall on their sides. Possibly Doris & Frank's first game and related to their Bunny Zick-Zack.

3rd Place 1989 Hippodice Spieleautorenwettbewerb (as Donky [sic]).

",1989,2,6,15,8,,,24774.0,"['Animals', 'Racing']",['Betting and Bluffing'],"['Doris Matthäus', 'Frank Nestel']",['Doris Matthäus'],['Doris & Frank']
